precision,recall,f1-score,support
0.7634854771784232,0.7863247863247863,0.7747368421052632,234.0
0.5747126436781609,0.5376344086021505,0.5555555555555555,93.0
0.6233766233766234,0.6153846153846154,0.6193548387096774,78.0
0.6962962962962963,0.6962962962962963,0.6962962962962963,0.6962962962962963
0.6538582480777358,0.6464479367705174,0.6498824121234986,405.0
0.693153713938757,0.6962962962962963,0.6944809015769211,405.0
