precision,recall,f1-score,support
0.7003154574132492,0.9487179487179487,0.8058076225045373,234.0
0.7547169811320755,0.43010752688172044,0.5479452054794521,93.0
0.8,0.358974358974359,0.49557522123893805,78.0
0.7160493827160493,0.7160493827160493,0.7160493827160493,0.7160493827160493
0.7516774795151081,0.5792666115246761,0.6164426830743092,405.0
0.73200616365428,0.7160493827160493,0.6868463087216985,405.0
