precision,recall,f1-score,support
0.7740585774058577,0.7905982905982906,0.7822410147991542,234.0
0.5454545454545454,0.5806451612903226,0.5625,93.0
0.582089552238806,0.5,0.5379310344827586,78.0
0.6864197530864198,0.6864197530864198,0.6864197530864198,0.6864197530864198
0.633867558366403,0.6237478172962044,0.6275573497606376,405.0
0.6845925059626427,0.6864197530864198,0.6847296744510056,405.0
