precision,recall,f1-score,support
0.6826086956521739,0.6709401709401709,0.6767241379310345,234.0
0.37777777777777777,0.3655913978494624,0.3715846994535519,93.0
0.4,0.4358974358974359,0.4171779141104295,78.0
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.48679549114331716,0.49080966822902306,0.48849558383167196,405.0
0.5581821434961531,0.5555555555555556,0.5566684015448293,405.0
